idx,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
174,Happy Birthday Songs Offline,EVENTS,4.4,464,8.9M,"100,000+",Free,0,Everyone,Events,"December 4, 2017",1.3,4.1 and up
175,"Gametime - Tickets to Sports, Concerts, Theater",EVENTS,4.5,8800,24M,"1,000,000+",Free,0,Everyone,Events,"July 17, 2018",11.1.1,5.0 and up
176,Goldstar: Live Event Tickets,EVENTS,4.5,1953,Varies with device,"100,000+",Free,0,Teen,Events,"August 1, 2018",Varies with device,Varies with device
177,Citibanamex Movil,FINANCE,3.6,52306,42M,"5,000,000+",Free,0,Everyone,Finance,"July 27, 2018",20.1.0,5.0 and up
178,Bualuang mBanking,FINANCE,4.0,48445,10M,"5,000,000+",Free,0,Everyone,Finance,"July 16, 2018",2.6.0,4.0.3 and up
179,BBVA Spain,FINANCE,4.2,36746,Varies with device,"5,000,000+",Free,0,Everyone,Finance,"July 24, 2018",Varies with device,Varies with device
180,Ecobank Mobile Banking,FINANCE,4.0,12073,42M,"1,000,000+",Free,0,Everyone,Finance,"May 25, 2018",3.3,4.2 and up
181,Banorte Movil,FINANCE,4.1,111632,65M,"1,000,000+",Free,0,Everyone,Finance,"June 9, 2018",5.10.1.40699,4.4 and up
182,Credit Karma,FINANCE,4.7,706301,Varies with device,"10,000,000+",Free,0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device
183,BZWBK24 mobile,FINANCE,4.5,64959,39M,"1,000,000+",Free,0,Everyone,Finance,"June 18, 2018",5.0.1,4.1 and up
184,"GCash - Buy Load, Pay Bills, Send Money",FINANCE,4.0,25508,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"July 31, 2018",Varies with device,4.2 and up
185,Google Pay,FINANCE,4.2,347838,Varies with device,"100,000,000+",Free,0,Everyone,Finance,"July 26, 2018",2.70.206190089,Varies with device
186,"Even - organize your money, get paid early",FINANCE,4.8,12304,21M,"100,000+",Free,0,Everyone,Finance,"August 2, 2018",6.0.16,5.0 and up
187,Digit Save Money Automatically,FINANCE,4.5,8188,22M,"100,000+",Free,0,Everyone,Finance,"July 31, 2018",2.29.01,4.1 and up
188,Acorns - Invest Spare Change,FINANCE,4.3,45957,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device
189,Expense IQ Money Manager,FINANCE,4.4,21570,27M,"1,000,000+",Free,0,Everyone,Finance,"June 19, 2018",2.0.4,4.0 and up
190,Experian - Free Credit Report,FINANCE,4.6,23130,46M,"1,000,000+",Free,0,Everyone,Finance,"July 12, 2018",2.1.4,4.2 and up
191,Branch,FINANCE,4.6,69973,3.8M,"1,000,000+",Free,0,Everyone,Finance,"July 23, 2018",1.17.1,4.0 and up
192,CreditWise from Capital One,FINANCE,4.6,26587,8.4M,"1,000,000+",Free,0,Everyone,Finance,"July 19, 2018",1.18.0,4.4 and up
193,Credit Sesame,FINANCE,4.3,25166,11M,"1,000,000+",Free,0,Everyone,Finance,"July 25, 2018",3.1.16,4.1 and up
194,Fresh EBT - Food Stamp Balance,FINANCE,4.5,19870,7.4M,"1,000,000+",Free,0,Everyone,Finance,"July 24, 2018",2.9.5,4.0.3 and up
195,CNBC: Breaking Business News & Live Market Data,FINANCE,4.2,24647,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"July 13, 2018",Varies with device,Varies with device
196,Bloomberg Professional,FINANCE,4.1,3334,Varies with device,"500,000+",Free,0,Everyone,Finance,"July 23, 2018",Varies with device,Varies with device
197,E*TRADE Mobile,FINANCE,3.9,10658,58M,"1,000,000+",Free,0,Everyone,Finance,"August 2, 2018",6.8.2,4.4 and up
198,Fox Business,FINANCE,3.7,2594,Varies with device,"500,000+",Free,0,Everyone,Finance,"March 13, 2018",Varies with device,Varies with device
199,Current debit card and app made for teens,FINANCE,4.3,685,21M,"50,000+",Free,0,Everyone,Finance,"August 3, 2018",3.0.22,4.4 and up
200,Betterment,FINANCE,4.4,3780,11M,"100,000+",Free,0,Everyone,Finance,"August 3, 2018",6.0.6,5.0 and up
201,Citizens Bank Mobile Banking,FINANCE,4.1,15192,38M,"1,000,000+",Free,0,Everyone,Finance,"May 23, 2018",4.2.1,4.1 and up
202,GoBank,FINANCE,4.4,5950,12M,"500,000+",Free,0,Everyone,Finance,"June 1, 2018",2.131,4.1 and up
203,BBVA Compass Banking,FINANCE,4.3,5905,50M,"500,000+",Free,0,Everyone,Finance,"July 27, 2018",6.0.2,4.4 and up
204,BankMobile Vibe App,FINANCE,4.3,14627,23M,"1,000,000+",Free,0,Everyone,Finance,"July 9, 2018",5.1,4.1 and up
205,ACE Elite,FINANCE,4.1,2898,45M,"100,000+",Free,0,Everyone,Finance,"May 9, 2018",4.10.0,4.4 and up
206,Associated Credit Union Mobile,FINANCE,4.7,3290,12M,"50,000+",Free,0,Everyone,Finance,"May 30, 2018",5.9.1.0,5.0 and up
207,Bank of America Mobile Banking,FINANCE,4.4,341090,53M,"10,000,000+",Free,0,Everyone,Finance,"July 31, 2018",7.8.8,4.4 and up
208,Discover Mobile,FINANCE,4.6,87951,68M,"5,000,000+",Free,0,Everyone,Finance,"July 23, 2018",9.7.0,4.1 and up
209,Amex Mobile,FINANCE,4.3,24729,32M,"1,000,000+",Free,0,Everyone,Finance,"August 3, 2018",6.7.0,5.0 and up
210,Citi Mobile®,FINANCE,4.0,78306,46M,"5,000,000+",Free,0,Everyone,Finance,"July 31, 2018",9.9.0,4.4 and up
211,Chase Mobile,FINANCE,4.6,1374549,32M,"10,000,000+",Free,0,Everyone,Finance,"July 23, 2018",3.52,5.0 and up
212,HDFC Bank MobileBanking,FINANCE,4.2,208463,Varies with device,"10,000,000+",Free,0,Everyone,Finance,"July 26, 2018",Varies with device,Varies with device
213,Barclays US for Android,FINANCE,4.1,6998,24M,"1,000,000+",Free,0,Everyone,Finance,"August 1, 2018",6.29.37589,5.0 and up
214,Easy Recipes,FOOD_AND_DRINK,4.7,2707,8.9M,"100,000+",Free,0,Everyone,Food & Drink,"May 15, 2018",2.12,4.0.3 and up
215,Debonairs Pizza,FOOD_AND_DRINK,3.8,3320,8.4M,"500,000+",Free,0,Everyone,Food & Drink,"August 4, 2018",1.9.117,4.0.3 and up
216,Dunkin' Donuts,FOOD_AND_DRINK,4.2,68103,66M,"1,000,000+",Free,0,Everyone,Food & Drink,"June 20, 2018",5.0.0,4.4 and up
217,Grubhub: Food Delivery,FOOD_AND_DRINK,4.5,155944,35M,"5,000,000+",Free,0,Everyone,Food & Drink,"August 2, 2018",7.12,5.0 and up
218,Domino's Pizza USA,FOOD_AND_DRINK,4.7,1032935,Varies with device,"10,000,000+",Free,0,Everyone,Food & Drink,"July 20, 2018",Varies with device,Varies with device
219,Dairy Queen,FOOD_AND_DRINK,3.7,731,43M,"100,000+",Free,0,Everyone,Food & Drink,"July 25, 2018",2.1.0,4.1 and up
220,Healthy Recipes Free,FOOD_AND_DRINK,4.0,1077,17M,"100,000+",Free,0,Everyone,Food & Drink,"October 18, 2017",3.2.0,4.0.3 and up
221,Cookbook Recipes,FOOD_AND_DRINK,4.1,46539,Varies with device,"5,000,000+",Free,0,Teen,Food & Drink,"July 23, 2018",Varies with device,Varies with device
222,Easy Healthy Recipes,FOOD_AND_DRINK,4.1,278,7.2M,"50,000+",Free,0,Everyone,Food & Drink,"July 20, 2018",24.5.0,4.0 and up
223,Allrecipes Dinner Spinner,FOOD_AND_DRINK,4.5,61881,Varies with device,"5,000,000+",Free,0,Everyone,Food & Drink,"April 10, 2018",Varies with device,Varies with device
224,Cookpad,FOOD_AND_DRINK,4.5,131569,8.2M,"10,000,000+",Free,0,Everyone,Food & Drink,"August 3, 2018",2.76.2.0-android,4.2 and up
225,"BigOven Recipes, Meal Planner, Grocery List & More",FOOD_AND_DRINK,4.3,31986,76M,"1,000,000+",Free,0,Teen,Food & Drink,"November 23, 2017",5.7.23,5.0 and up
226,Foursquare City Guide,FOOD_AND_DRINK,4.1,483960,Varies with device,"10,000,000+",Free,0,Teen,Food & Drink,"July 23, 2018",Varies with device,Varies with device
227,Eat24 Food Delivery & Takeout,FOOD_AND_DRINK,4.3,40116,Varies with device,"1,000,000+",Free,0,Everyone,Food & Drink,"August 2, 2018",Varies with device,Varies with device
228,BeyondMenu Food Delivery,FOOD_AND_DRINK,4.7,51517,Varies with device,"1,000,000+",Free,0,Everyone,Food & Drink,"August 1, 2018",Varies with device,Varies with device
229,EatStreet Food Delivery App,FOOD_AND_DRINK,4.6,7690,25M,"100,000+",Free,0,Everyone,Food & Drink,"July 3, 2018",3.1.14,5.0 and up
230,Caviar - Food Delivery,FOOD_AND_DRINK,4.2,3755,8.5M,"100,000+",Free,0,Everyone,Food & Drink,"July 20, 2018",2.4.11,6.0 and up
231,DoorDash - Food Delivery,FOOD_AND_DRINK,4.5,104504,Varies with device,"1,000,000+",Free,0,Everyone,Food & Drink,"July 31, 2018",Varies with device,Varies with device
232,Home Workout - No Equipment,HEALTH_AND_FITNESS,4.8,428156,15M,"10,000,000+",Free,0,Everyone,Health & Fitness,"June 28, 2018",Varies with device,Varies with device
233,30 Day Fitness Challenge - Workout at Home,HEALTH_AND_FITNESS,4.8,471036,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"August 3, 2018",Varies with device,4.0 and up
234,Home Workout for Men - Bodybuilding,HEALTH_AND_FITNESS,4.8,12705,15M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 10, 2018",1.0.2,4.0 and up
235,Fat Burning Workout - Home Weight lose,HEALTH_AND_FITNESS,4.5,706,9.4M,"100,000+",Free,0,Everyone,Health & Fitness,"July 24, 2018",1.0.5,4.1 and up
236,Fitbit,HEALTH_AND_FITNESS,3.9,357417,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 26, 2018",Varies with device,Varies with device
237,Cycling - Bike Tracker,HEALTH_AND_FITNESS,4.5,9116,4.0M,"500,000+",Free,0,Everyone,Health & Fitness,"July 30, 2018",1.1.22,4.1 and up
238,Abs Training-Burn belly fat,HEALTH_AND_FITNESS,4.7,2071,6.9M,"100,000+",Free,0,Everyone,Health & Fitness,"July 24, 2018",1.0.12,4.1 and up
239,Calorie Counter - EasyFit free,HEALTH_AND_FITNESS,4.7,50294,11M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 9, 2018",3.0.7,4.1 and up
240,Garmin Connect™,HEALTH_AND_FITNESS,3.9,232153,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"August 2, 2018",Varies with device,Varies with device
241,BetterMe: Weight Loss Workouts,HEALTH_AND_FITNESS,4.2,14709,15M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 26, 2018",2.8.2,5.0 and up
242,Bike Computer - GPS Cycling Tracker,HEALTH_AND_FITNESS,4.4,12029,4.3M,"1,000,000+",Free,0,Everyone,Health & Fitness,"August 4, 2018",2.6,4.2 and up
243,Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873516,Varies with device,"50,000,000+",Free,0,Everyone,Health & Fitness,"July 31, 2018",Varies with device,Varies with device
244,8fit Workouts & Meal Planner,HEALTH_AND_FITNESS,4.6,115721,67M,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 11, 2018",3.5.0,5.0 and up
245,Couch to 10K Running Trainer,HEALTH_AND_FITNESS,4.6,10445,48M,"500,000+",Free,0,Everyone,Health & Fitness,"July 2, 2018",112.0,4.4 and up
246,"Home workouts - fat burning, abs, legs, arms,chest",HEALTH_AND_FITNESS,4.3,4848,13M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 18, 2018",2.6,4.1 and up
247,"Fabulous: Motivate Me! Meditate, Relax, Sleep",HEALTH_AND_FITNESS,4.6,205299,31M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 16, 2018",3.48,4.1 and up
248,7 Minute Workout,HEALTH_AND_FITNESS,4.5,399009,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"June 8, 2018",Varies with device,Varies with device
249,Freeletics: Personal Trainer & Fitness Workouts,HEALTH_AND_FITNESS,4.5,130104,25M,"10,000,000+",Free,0,Everyone,Health & Fitness,"August 3, 2018",5.3,5.0 and up
250,Daily Workouts - Exercise Fitness Routine Trainer,HEALTH_AND_FITNESS,4.4,134195,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"June 14, 2018",Varies with device,Varies with device
251,Google Fit - Fitness Tracking,HEALTH_AND_FITNESS,3.9,249855,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 24, 2018",Varies with device,Varies with device
252,Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769,35M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 24, 2018",6.2.73,4.0 and up
253,Down Dog: Great Yoga Anywhere,HEALTH_AND_FITNESS,4.9,28945,12M,"500,000+",Free,0,Teen,Health & Fitness,"May 17, 2018",2.6.1,4.2 and up
254,21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506,15M,"100,000+",Free,0,Everyone,Health & Fitness,"August 2, 2018",3.0.0,4.1 and up
255,"Calm - Meditate, Sleep, Relax",HEALTH_AND_FITNESS,4.6,111450,Varies with device,"5,000,000+",Free,0,Everyone,Health & Fitness,"August 5, 2018",Varies with device,Varies with device
256,Headspace: Meditation & Mindfulness,HEALTH_AND_FITNESS,4.6,77563,39M,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 23, 2018",3.6.4,4.2 and up
257,Best Ovulation Tracker Fertility Calendar App Glow,HEALTH_AND_FITNESS,4.6,56145,23M,"1,000,000+",Free,0,Everyone,Health & Fitness,"August 1, 2018",7.3.4-play,5.0 and up
258,"Eve Period Tracker - Love, Sex & Relationships App",HEALTH_AND_FITNESS,4.6,20326,28M,"1,000,000+",Free,0,Teen,Health & Fitness,"August 4, 2018",2.9.18,4.1 and up
259,Couch to 5K by RunDouble,HEALTH_AND_FITNESS,4.7,15674,6.1M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 31, 2018",4.5.4,4.1 and up
260,Fooducate Healthy Weight Loss & Calorie Counter,HEALTH_AND_FITNESS,4.4,14402,Varies with device,"1,000,000+",Free,0,Everyone,Health & Fitness,"August 3, 2018",Varies with device,Varies with device
261,Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,4.5,27439,19M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 16, 2018",6.5.1,5.0 and up
262,10 Best Foods for You,HEALTH_AND_FITNESS,4.0,2490,3.8M,"500,000+",Free,0,Everyone 10+,Health & Fitness,"February 17, 2017",1.9,2.3.3 and up
263,Calorie Counter - Macros,HEALTH_AND_FITNESS,4.0,3061,5.5M,"100,000+",Free,0,Everyone,Health & Fitness,"August 27, 2016",2.3.4,5.0 and up
264,Health and Nutrition Guide,HEALTH_AND_FITNESS,4.3,7895,3.3M,"500,000+",Free,0,Everyone,Health & Fitness,"July 15, 2018",3.3,4.0 and up
265,Calorie Counter & Diet Tracker,HEALTH_AND_FITNESS,4.5,32606,Varies with device,"1,000,000+",Free,0,Everyone,Health & Fitness,"March 22, 2018",Varies with device,Varies with device
266,Food Calorie Calculator,HEALTH_AND_FITNESS,4.2,1324,4.0M,"100,000+",Free,0,Everyone,Health & Fitness,"January 29, 2018",10.2.0,4.0 and up
267,Eat Fit - Diet and Health Free,HEALTH_AND_FITNESS,4.1,2469,3.6M,"100,000+",Free,0,Everyone,Health & Fitness,"July 23, 2014",1.0.9,2.3 and up
268,Happify,HEALTH_AND_FITNESS,3.7,1812,37M,"100,000+",Free,0,Everyone,Health & Fitness,"July 24, 2018",1.31.0-15160.950adac99,4.4 and up
269,Binaural Beats Therapy,HEALTH_AND_FITNESS,4.3,13724,Varies with device,"1,000,000+",Free,0,Everyone,Health & Fitness,"August 17, 2017",Varies with device,Varies with device
270,Brain Waves - Binaural Beats,HEALTH_AND_FITNESS,4.4,5038,10M,"500,000+",Free,0,Everyone,Health & Fitness,"July 15, 2018",5.2,4.4 and up
271,7 Cups: Anxiety & Stress Chat,HEALTH_AND_FITNESS,4.2,13799,Varies with device,"500,000+",Free,0,Teen,Health & Fitness,"July 31, 2018",Varies with device,Varies with device
272,Apartments & Rentals - Zillow,HOUSE_AND_HOME,4.2,27386,Varies with device,"1,000,000+",Free,0,Everyone,House & Home,"June 21, 2018",Varies with device,Varies with device
273,"Homes.com 🏠 For Sale, Rent",HOUSE_AND_HOME,4.0,6000,18M,"1,000,000+",Free,0,Everyone,House & Home,"July 28, 2018",9.6.8,4.1 and up
274,"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481,7.5M,"1,000,000+",Free,0,Everyone,House & Home,"August 3, 2018",2.1.0,5.0 and up
275,Gold Butterfly Keyboard Theme,HOUSE_AND_HOME,4.3,10054,9.1M,"1,000,000+",Free,0,Everyone,House & Home,"July 12, 2018",6.7.12.2018,4.0.3 and up
276,"Apartment, Home Rental Search: Realtor.com Rentals",HOUSE_AND_HOME,3.9,10117,13M,"1,000,000+",Free,0,Everyone,House & Home,"June 29, 2018",3.6,4.0.3 and up
277,DIY On A Budget,HOUSE_AND_HOME,4.7,114,8.3M,"10,000+",Free,0,Teen,House & Home,"February 18, 2018",2.1,4.1 and up
278,Free Foreclosure Real Estate Search by USHUD.com,HOUSE_AND_HOME,3.4,287,27M,"100,000+",Free,0,Everyone,House & Home,"May 29, 2018",2.4.2,4.4 and up
279,Home Security Camera WardenCam - reuse old phones,HOUSE_AND_HOME,4.3,43800,Varies with device,"1,000,000+",Free,0,Everyone,House & Home,"July 6, 2018",Varies with device,Varies with device
280,Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584,16M,"1,000,000+",Free,0,Everyone,House & Home,"July 16, 2018",4.7.13,4.4 and up
281,Alfred Home Security Camera,HOUSE_AND_HOME,4.5,103305,Varies with device,"5,000,000+",Free,0,Everyone,House & Home,"July 31, 2018",Varies with device,Varies with device
282,Home Decor Showpiece Art making: Medium Difficulty,HOUSE_AND_HOME,4.3,273,7.0M,"50,000+",Free,0,Everyone,House & Home,"May 30, 2018",1.2,4.0.3 and up
283,ColorSnap® Visualizer,HOUSE_AND_HOME,3.4,3280,77M,"1,000,000+",Free,0,Everyone,House & Home,"June 29, 2018",5.0.1,4.0.3 and up
284,Apartment Decorating Ideas,HOUSE_AND_HOME,3.9,1478,5.7M,"100,000+",Free,0,Everyone,House & Home,"March 13, 2015",1.2,3.0 and up
285,Bathroom Decorating Ideas,HOUSE_AND_HOME,4.1,2427,5.3M,"500,000+",Free,0,Everyone,House & Home,"March 12, 2015",1.4,3.0 and up
286,Homesnap Real Estate & Rentals,HOUSE_AND_HOME,4.3,3834,30M,"500,000+",Free,0,Everyone,House & Home,"July 31, 2018",5.20.38,4.2 and up
287,Aviary Effects: Classic,LIBRARIES_AND_DEMO,3.8,67007,232k,"5,000,000+",Free,0,Everyone,Libraries & Demo,"March 6, 2013",1.2.0,2.2 and up
288,Chakra Cleansing,LIBRARIES_AND_DEMO,4.6,539,99M,"50,000+",Free,0,Everyone,Libraries & Demo,"August 2, 2018",7.0,4.0.3 and up
289,Aviary Stickers: Free Pack,LIBRARIES_AND_DEMO,3.5,126862,624k,"10,000,000+",Free,0,Everyone,Libraries & Demo,"January 17, 2012",1.0,2.2 and up
290,Binaural Beats Meditation,LIBRARIES_AND_DEMO,4.3,411,95M,"50,000+",Free,0,Everyone,Libraries & Demo,"June 8, 2018",5.0,4.0.3 and up
291,Essential Resources,LIBRARIES_AND_DEMO,4.6,237,8.5k,"50,000+",Free,0,Everyone,Libraries & Demo,"September 27, 2017",1.02,7.1 and up
292,Apk Installer,LIBRARIES_AND_DEMO,3.8,7750,292k,"1,000,000+",Free,0,Everyone,Libraries & Demo,"June 29, 2011",1.0,1.6 and up
293,Cool Popular Ringtones 2018 🔥,LIBRARIES_AND_DEMO,4.5,60170,28M,"1,000,000+",Free,0,Everyone,Libraries & Demo,"July 13, 2018",2.4,5.0 and up
294,Barcode Scanner,LIBRARIES_AND_DEMO,4.2,3945,9.4M,"500,000+",Free,0,Everyone,Libraries & Demo,"January 9, 2018",4.2.2,3.2 and up
295,EyeCloud,LIBRARIES_AND_DEMO,3.1,1267,55M,"100,000+",Free,0,Everyone,Libraries & Demo,"August 2, 2018",5.1.2,4.4 and up
296,Easy Hair Style Design,LIFESTYLE,4.3,601,5.1M,"100,000+",Free,0,Everyone,Lifestyle,"December 20, 2017",1.0,2.3 and up
297,Easy Makeup Tutorials,LIFESTYLE,4.3,7287,5.0M,"1,000,000+",Free,0,Everyone,Lifestyle,"November 3, 2016",1.0,2.3 and up
298,Horoscopes – Daily Zodiac Horoscope and Astrology,LIFESTYLE,4.6,161143,11M,"10,000,000+",Free,0,Everyone 10+,Lifestyle,"June 25, 2018",5.2.4(881),4.0.3 and up
299,Entel,LIFESTYLE,3.2,16168,55M,"1,000,000+",Free,0,Everyone,Lifestyle,"July 26, 2018",2.2.9,4.0.3 and up
300,Diary with lock,LIFESTYLE,4.6,815893,4.4M,"10,000,000+",Free,0,Everyone,Lifestyle,"June 30, 2018",4.90,4.1 and up
301,FOSSIL Q: DESIGN YOUR DIAL,LIFESTYLE,4.3,985,16M,"500,000+",Free,0,Everyone,Lifestyle,"May 31, 2018",3.7,7.0 and up
302,Family Locator - GPS Tracker,LIFESTYLE,4.4,726074,45M,"10,000,000+",Free,0,Everyone,Lifestyle,"August 2, 2018",16.7.1,4.4 and up
303,HTC Speak,LIFESTYLE,3.5,6145,13M,"10,000,000+",Free,0,Everyone,Lifestyle,"June 30, 2016",8.00.775375,5.0 and up
304,H&M,LIFESTYLE,3.7,41941,14M,"10,000,000+",Free,0,Everyone,Lifestyle,"July 30, 2018",9.6.3,4.4 and up
305,Anime Avatar Creator: Make Your Own Avatar,LIFESTYLE,4.2,10944,36M,"1,000,000+",Free,0,Everyone,Lifestyle,"June 15, 2018",2.0,4.1 and up
306,Beautiful Design Birthday Cake,LIFESTYLE,4.3,665,3.0M,"500,000+",Free,0,Everyone,Lifestyle,"August 4, 2018",2.0,2.3 and up
307,H Pack,LIFESTYLE,4.3,9412,1.7M,"1,000,000+",Free,0,Everyone,Lifestyle,"December 17, 2016",1.5.1,4.0.3 and up
308,Fashion in Vogue,LIFESTYLE,3.8,1797,6.8M,"100,000+",Free,0,Everyone,Lifestyle,"September 27, 2016",2.0,4.3 and up
309,Big Days - Events Countdown,LIFESTYLE,4.6,39724,Varies with device,"1,000,000+",Free,0,Everyone,Lifestyle,"June 29, 2018",Varies with device,Varies with device
310,DIY Garden Ideas,LIFESTYLE,4.1,3309,13M,"500,000+",Free,0,Everyone,Lifestyle,"August 5, 2018",10.0,4.0 and up
311,Brit + Co,LIFESTYLE,3.9,987,4.5M,"10,000+",Free,0,Everyone,Lifestyle,"August 29, 2017",2.0.4,4.0 and up
312,Homestyler Interior Design & Decorating Ideas,LIFESTYLE,4.1,78298,29M,"5,000,000+",Free,0,Everyone,Lifestyle,"August 2, 2018",3.1.2.1,4.1 and up
313,Etta Homes,LIFESTYLE,4.2,220,15M,"50,000+",Free,0,Everyone,Lifestyle,"July 26, 2018",9.1.0,5.0 and up
314,Home Scouting® MLS Mobile,LIFESTYLE,4.3,1533,7.7M,"100,000+",Free,0,Everyone,Lifestyle,"September 27, 2016",2.2.6,2.2 and up
315,Housing-Real Estate & Property,LIFESTYLE,4.1,28301,Varies with device,"1,000,000+",Free,0,Everyone,Lifestyle,"July 13, 2018",12.1.0,4.1 and up
316,Bed Time Fan - White Noise Sleep Sounds,LIFESTYLE,4.5,10097,7.5M,"500,000+",Free,0,Everyone,Lifestyle,"April 26, 2018",1.2,4.0 and up
317,7 Day Food Journal Challenge,LIFESTYLE,4.5,3346,14M,"100,000+",Free,0,Teen,Lifestyle,"March 8, 2017",3.6.3,4.0.3 and up
318,Candy Crush Saga,GAME,4.4,22426677,74M,"500,000,000+",Free,0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up
319,Bubble Shooter,GAME,4.5,148897,46M,"10,000,000+",Free,0,Everyone,Casual,"July 17, 2018",1.20.1,4.0.3 and up
320,Hello Kitty Nail Salon,GAME,4.2,369203,24M,"50,000,000+",Free,0,Everyone,Casual;Pretend Play,"April 17, 2018",1.5,4.1 and up
321,Clash Royale,GAME,4.6,23133508,97M,"100,000,000+",Free,0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up
322,Helix Jump,GAME,4.2,1497361,33M,"100,000,000+",Free,0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up
323,Block Puzzle,GAME,4.6,59800,7.8M,"5,000,000+",Free,0,Everyone,Puzzle,"March 6, 2018",2.9,2.3 and up
324,Angry Birds Rio,GAME,4.4,2610526,46M,"100,000,000+",Free,0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up
325,Candy Crush Soda Saga,GAME,4.4,6198563,67M,"100,000,000+",Free,0,Everyone,Casual,"July 10, 2018",1.118.4,4.1 and up
326,Clash of Clans,GAME,4.6,44891723,98M,"100,000,000+",Free,0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up
327,Block Puzzle Classic Legend !,GAME,4.2,17039,4.9M,"5,000,000+",Free,0,Everyone,Puzzle,"April 13, 2018",2.9,2.3.3 and up
328,8 Ball Pool,GAME,4.5,14198297,52M,"100,000,000+",Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up
329,Bubble Witch 3 Saga,GAME,4.7,1732263,78M,"50,000,000+",Free,0,Everyone,Puzzle,"July 17, 2018",4.8.4,3.0 and up
330,Granny,GAME,4.5,1135631,59M,"50,000,000+",Free,0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up
331,Angry Birds Classic,GAME,4.4,5566669,97M,"100,000,000+",Free,0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up
332,Flow Free,GAME,4.3,1295557,11M,"100,000,000+",Free,0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up
333,Fishdom,GAME,4.6,2157930,Varies with device,"10,000,000+",Free,0,Everyone,Puzzle,"July 19, 2018",2.21.5,4.0.3 and up
334,Galaxy Attack: Alien Shooter,GAME,4.6,506275,Varies with device,"10,000,000+",Free,0,Everyone,Arcade,"August 1, 2018",5.66,4.1 and up
335,Bubble Shooter 2,GAME,4.3,23005,Varies with device,"5,000,000+",Free,0,Everyone,Arcade,"July 25, 2018",3.5,4.1 and up
336,Barbie™ Fashion Closet,GAME,4.1,68057,85M,"10,000,000+",Free,0,Everyone,Casual;Creativity,"July 30, 2018",1.3.7,4.1 and up
337,Candy Crush Jelly Saga,GAME,4.3,1300490,78M,"50,000,000+",Free,0,Everyone,Puzzle,"July 20, 2018",2.1.10,4.0 and up
338,Hill Climb Racing,GAME,4.4,8923587,63M,"100,000,000+",Free,0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up
339,Gardenscapes,GAME,4.6,4128732,Varies with device,"50,000,000+",Free,0,Everyone,Casual,"July 13, 2018",2.6.2,4.0.3 and up
340,Farm Heroes Saga,GAME,4.4,7614130,70M,"100,000,000+",Free,0,Everyone,Casual,"July 26, 2018",5.1.8,2.3 and up
341,Cut the Rope FULL FREE,GAME,4.4,2123381,49M,"100,000,000+",Free,0,Everyone,Puzzle,"July 5, 2018",3.7.2,4.1 and up
342,Cooking Fever,GAME,4.5,3197865,82M,"100,000,000+",Free,0,Everyone,Arcade,"July 12, 2018",2.8.0,4.0.3 and up
343,Garena Free Fire,GAME,4.5,5465624,53M,"100,000,000+",Free,0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up
344,Bowmasters,GAME,4.7,1534466,Varies with device,"50,000,000+",Free,0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up
